Geneid,Length,Ensembl,symbol,entrezid,logFC,logCPM,LR,PValue,FDR
ENSG00000155622.7,627,ENSG00000155622,XAGE2,9502,-0.7096342825972084,4.9326265779505025,10.031027734168166,0.0015392512964794197,0.05474231147144126
ENSG00000100744.15,4567,ENSG00000100744,GSKIP,51527,0.38193172782035184,4.806575246594125,10.013484347823907,0.0015539824654487216,0.05511226949886664
ENSG00000108846.16,9615,ENSG00000108846,ABCC3,8714,0.6304630558524761,2.615015622650622,9.973337601078189,0.0015882332795915807,0.05602165342692735
ENSG00000138821.13,6480,ENSG00000138821,SLC39A8,64116,0.40664402771379893,4.689997158170268,9.973098270285883,0.0015884397387876245,0.05602165342692735
ENSG00000100028.12,3914,ENSG00000100028,SNRPD3,6634,-0.31921765116620054,5.755863516705915,9.964386775203923,0.001595973260774248,0.05602165342692735
ENSG00000132437.18,3084,ENSG00000132437,DDC,1644,1.1745925352679136,3.616688258320522,9.9629441153083,0.00159722433191758,0.05602165342692735
ENSG00000013573.17,8367,ENSG00000013573,DDX11,1663,-0.43710556358600333,4.097946504035434,9.93522900119368,0.0016214526192201218,0.056715205351402724
ENSG00000168631.13,5681,ENSG00000168631,DPCR1,135656,0.9303685813359673,2.5143899020191665,9.909087869131419,0.0016446460961485733,0.05736886053743462
ENSG00000115425.14,3196,ENSG00000115425,PECR,55825,0.8315958080363894,2.402167602164332,9.9012467560431,0.0016516683652020195,0.057456397884568605
ENSG00000130958.13,3827,ENSG00000130958,SLC35D2,11046,0.5671878235472618,3.206772468871694,9.879061564250328,0.0016717017705992572,0.05798005474847443
ENSG00000117632.23,6247,ENSG00000117632,STMN1,3925,-0.34057038256962535,7.353449417568963,9.874524043043161,0.0016758294178007061,0.05798005474847443
ENSG00000105928.16,8598,ENSG00000105928,DFNA5,1687,0.8928431700608389,3.022055326068258,9.867353846778336,0.0016823729916155992,0.058048707125338245
ENSG00000144852.18,5381,ENSG00000144852,NR1I2,8856,1.3523088300459056,2.7328028891755882,9.857965804592375,0.0016909797417209835,0.05818798397727449
ENSG00000198018.7,8655,ENSG00000198018,ENTPD7,57089,0.6558349841572568,4.817053183350897,9.84255029853481,0.0017052092212774636,0.058519471173327946
ENSG00000164746.14,2275,ENSG00000164746,C7orf57,136288,-0.5951914004046591,2.363989817549485,9.800454902616652,0.0017446870631181335,0.05959349059664965
ENSG00000253313.6,1522,ENSG00000253313,C1orf210,149466,0.696073035328841,3.3156706763853667,9.798659804079083,0.0017463909796069052,0.05959349059664965
ENSG00000168268.11,4799,ENSG00000168268,NT5DC2,64943,-0.47423966780153526,6.596873502750183,9.794288725509709,0.0017505470847586375,0.05959349059664965
ENSG00000173597.9,7259,ENSG00000173597,SULT1B1,27284,1.2337087144392722,6.3448356936291805,9.781196347656163,0.0017630556356378838,0.059803042268041666
ENSG00000127831.11,6891,ENSG00000127831,VIL1,7429,1.1506647282982325,5.156060465244329,9.778027509971626,0.001766096755638051,0.059803042268041666
ENSG00000100376.12,6425,ENSG00000100376,FAM118A,55007,0.4755961835303253,3.6694198052639946,9.770929640951987,0.0017729278529871153,0.05987511253111923
ENSG00000106688.12,3974,ENSG00000106688,SLC1A1,6505,0.8527186769514119,2.9213573547849823,9.751845434853486,0.0017914278667587862,0.06033984021051023
ENSG00000003096.14,6983,ENSG00000003096,KLHL13,90293,0.9868607075699068,3.5109345617096914,9.737078558053756,0.0018058768726229072,0.06066602728821862
ENSG00000080031.10,4345,ENSG00000080031,PTPRH,5794,1.12644106334992,2.3209305971998657,9.677291450948136,0.0018655944977579776,0.0625072345933015
ENSG00000099812.9,2980,ENSG00000099812,MISP,126353,0.5564246496858517,6.081829680248202,9.656511273626556,0.0018868160492835043,0.06282666744372772
ENSG00000159640.16,8365,ENSG00000159640,ACE,1636,1.31587530280437,3.6427133299106673,9.655762393223036,0.0018875853875913512,0.06282666744372772
ENSG00000167600.14,2713,ENSG00000167600,CYP2S1,29785,0.8431638151778429,3.926390877851756,9.647397107560046,0.0018962008406177148,0.06282666744372772
ENSG00000042493.16,2419,ENSG00000042493,CAPG,822,-0.2984808897578199,6.193675704309971,9.644675875269698,0.0018990120362055967,0.06282666744372772
ENSG00000025434.19,4534,ENSG00000025434,NR1H3,10062,0.6428198812590166,3.8096479089017734,9.640038688634652,0.0019038122642745486,0.06282666744372772
ENSG00000198914.5,4803,ENSG00000198914,POU3F3,5455,-0.5998517043283182,2.6962018927774962,9.639148075540806,0.0019047355979640984,0.06282666744372772
ENSG00000129657.16,10356,ENSG00000129657,SEC14L1,6397,-0.2805866670567653,6.904176226437608,9.633623811298019,0.0019104729694141601,0.06284218465762625
ENSG00000034239.11,5822,ENSG00000034239,EFCAB1,79645,-0.6297088496480869,3.2762933627633894,9.629202391336278,0.0019150775720357357,0.06284218465762625
ENSG00000100300.18,1422,ENSG00000100300,TSPO,706,-0.42595883443979754,3.835841334887941,9.611217746661998,0.0019339235808934591,0.06329746794842037
ENSG00000174574.16,2688,ENSG00000174574,AKIRIN1,79647,0.2648134487222596,6.372033845447378,9.565621893748025,0.0019825502648142665,0.06472264095285958
ENSG00000123095.6,3854,ENSG00000123095,BHLHE41,79365,0.6920188128952011,4.043145720758222,9.555016170018195,0.0019940375635352876,0.06492621977349308
ENSG00000154479.13,2208,ENSG00000154479,CCDC173,129881,-0.6258095239621004,2.983021831751421,9.550467406230704,0.0019989850888477295,0.06492621977349308
ENSG00000171823.7,2703,ENSG00000171823,FBXL14,144699,0.5426093430334372,3.118214343281512,9.532824734384356,0.0020182924269541063,0.06538651190834524
ENSG00000109321.11,1642,ENSG00000109321,AREG,374,0.6371142811210044,2.5957698023876072,9.521792127567569,0.0020304619915202412,0.06549162705564977
ENSG00000145626.12,8489,ENSG00000145626,UGT3A1,133688,1.2516041871584336,3.2371563563013876,9.520560865267282,0.0020318247476422916,0.06549162705564977
ENSG00000106025.9,3309,ENSG00000106025,TSPAN12,23554,0.45723383829969316,4.534251898700959,9.506797727665756,0.002047121002782631,0.06581804193795066
ENSG00000101439.9,3615,ENSG00000101439,CST3,1471,0.5250285078515803,5.067637956058641,9.476078230043507,0.002081684995815096,0.06664313414781338
ENSG00000117155.16,8639,ENSG00000117155,SSX2IP,117178,0.70731388431002,5.556436714905071,9.474697602197487,0.0020832522298798086,0.06664313414781338
ENSG00000205277.9,17130,ENSG00000205277,MUC12,10071,1.411740627956701,6.482794957894258,9.468188729568059,0.0020906569772690163,0.06671239256789252
ENSG00000091262.15,7569,ENSG00000091262,ABCC6,368,0.7744690480347122,2.514681843367036,9.459872199529638,0.002100157039437818,0.06683418878897204
ENSG00000225329.3,2375,ENSG00000225329,LHFPL3-AS2,723809,0.7488307383689784,3.4475660992305226,9.453882901407379,0.0021070257852958524,0.06683418878897204
ENSG00000058056.9,8155,ENSG00000058056,USP13,8975,-0.46198855002576744,5.30150490781739,9.4499924162318365,0.0021114997371620863,0.06683418878897204
ENSG00000264230.9,2860,ENSG00000264230,ANXA8L1,643650,-0.4558347432777712,7.01034488053875,9.446545970322322,0.002115471102886878,0.06683418878897204
ENSG00000184148.4,751,ENSG00000184148,SPRR4,163778,-0.6976972182473943,2.729364967754814,9.440873127678802,0.002122024465520575,0.06687528587873258
ENSG00000137824.16,5114,ENSG00000137824,RMDN3,55177,0.4509219984951039,4.116617915977078,9.418588801495266,0.00214796761263382,0.06752573739272542
ENSG00000171431.4,1913,ENSG00000171431,KRT20,54474,0.9198942865313394,4.26064005845938,9.402364913509292,0.002167057421847578,0.06795806673636297
ENSG00000198162.12,9667,ENSG00000198162,MAN1A2,10905,0.28649902844836767,7.909880717919493,9.372766127916066,0.002202329289687071,0.06884053055036171
ENSG00000075461.6,3583,ENSG00000075461,CACNG4,27092,-0.5606106254030407,4.4188714586373585,9.369704047197047,0.0022060113465714403,0.06884053055036171
ENSG00000188596.11,12914,ENSG00000188596,CFAP54,144535,-0.5924038927400113,3.8812351013434463,9.358915181119805,0.0022190344547090316,0.0688556632487383
ENSG00000171067.11,3403,ENSG00000171067,C11orf24,53838,0.49439429421300507,4.163017910595871,9.35461552724035,0.002224246222006751,0.0688556632487383
ENSG00000166959.8,2568,ENSG00000166959,MS4A8,83661,0.9203062105371046,2.864196202578984,9.351805407110557,0.002227659178843703,0.0688556632487383
ENSG00000177943.14,5490,ENSG00000177943,MAMDC4,158056,0.8988765392393757,3.8870744726684467,9.351419247293538,0.0022281285939742524,0.0688556632487383
ENSG00000174607.11,4385,ENSG00000174607,UGT8,7368,1.0237227864224088,2.9870142891081897,9.311102158970453,0.0022776942354162237,0.0702169564293447
ENSG00000214652.6,8478,ENSG00000214652,ZNF727,442319,-0.821864623402239,3.4375272403187096,9.303804728663945,0.0022867845110274188,0.07024243066155127
ENSG00000204219.11,3675,ENSG00000204219,TCEA3,6920,0.371333916440788,5.4916653353244715,9.301586852426404,0.0022895545652327817,0.07024243066155127
ENSG00000163644.15,11371,ENSG00000163644,PPM1K,152926,0.45589372485139795,5.204336793244099,9.277913649430968,0.0023193345589564247,0.07092871383093213
ENSG00000184545.11,4960,ENSG00000184545,DUSP8,1850,0.6355457945030984,3.1004283386910862,9.274969318149596,0.002323065792294903,0.07092871383093213
ENSG00000108187.16,5172,ENSG00000108187,PBLD,64081,0.8306166507381244,4.9383179824492585,9.247957484282885,0.0023575823305399682,0.07181037854649491
ENSG00000160207.9,1909,ENSG00000160207,HSF2BP,11077,-0.6128494870511983,2.0169197603135123,9.23268317305455,0.0023773301634524174,0.0722390635825207
ENSG00000086205.18,5335,ENSG00000086205,FOLH1,2346,1.1282612828044603,2.7432521166786485,9.223351987443241,0.0023894767604787223,0.07243528122479784
ENSG00000120306.11,1857,ENSG00000120306,CYSTM1,84418,0.6809349417800501,4.566020220502524,9.21263471673661,0.002403505378764595,0.0726874833311896
ENSG00000165323.15,19280,ENSG00000165323,FAT3,120114,-0.7560677303987882,4.281166304552662,9.201011623143561,0.0024188141881657417,0.07297711432162612
ENSG00000119547.6,16546,ENSG00000119547,ONECUT2,9480,1.1563221019948373,3.4943895116501578,9.186955142241807,0.002437460279644756,0.07336582572207336
ENSG00000101076.16,7311,ENSG00000101076,HNF4A,3172,1.000080343929191,5.796160579432301,9.1790741107766,0.0024479783131916076,0.07347086416849191
ENSG00000178573.7,6999,ENSG00000178573,MAF,4094,0.7950996243489339,6.694646332603338,9.175703230633445,0.0024524911460578904,0.07347086416849191
ENSG00000137960.6,3904,ENSG00000137960,GIPC2,54810,1.4029638682513326,3.910217201129786,9.169769673828576,0.0024604553339886326,0.07353642561582928
ENSG00000166340.17,6502,ENSG00000166340,TPP1,1200,0.8163868603168659,5.2903580181238095,9.14766671864669,0.0024903542501552843,0.07425571501868168
ENSG00000145819.18,17158,ENSG00000145819,ARHGAP26,23092,0.4175723426076315,5.065334085188006,9.137739803771904,0.002503902238759749,0.07432552831226708
ENSG00000070214.16,12172,ENSG00000070214,SLC44A1,23446,0.29421503110043457,5.6856648306453605,9.137397304119716,0.002504371005809188,0.07432552831226708
ENSG00000148584.15,9603,ENSG00000148584,A1CF,29974,1.359216440482956,4.775411198038926,9.126245670339816,0.0025196826110322553,0.07448017271373245
ENSG00000181751.10,3507,ENSG00000181751,C5orf30,90355,0.42928472965351333,4.254853117536136,9.12508524006157,0.002521281372888681,0.07448017271373245
ENSG00000185414.20,4760,ENSG00000185414,MRPL30,51263,-0.2646346611860923,5.844569464075561,9.11116233594592,0.0025405438809658846,0.07487547382513343
ENSG00000176928.7,5884,ENSG00000176928,GCNT4,51301,0.375804618803645,5.444122778845622,9.106320847850307,0.002547277084942891,0.07490053543993738
ENSG00000148942.15,7571,ENSG00000148942,SLC5A12,159963,1.2933884664707689,4.189721281631331,9.092373297308281,0.0025667757953189807,0.0752999756359476
ENSG00000226950.7,2328,ENSG00000226950,DANCR,57291,-0.4045106260293614,4.552611480239934,9.085337552679007,0.0025766692037491315,0.07541644207387113
ENSG00000011422.12,4457,ENSG00000011422,PLAUR,5329,0.5240855395570999,3.8357893623464125,9.075318116487201,0.002590825023365218,0.07565684448964669
ENSG00000066405.13,3715,ENSG00000066405,CLDN18,51208,0.6217779674960725,3.942473561918801,9.069833398931767,0.0025986074387752286,0.07571045746106685
ENSG00000154153.13,4568,ENSG00000154153,FAM134B,54463,0.6111604382835811,4.679593480571173,9.060813482730982,0.0026114576837139567,0.0759111397923427
ENSG00000109674.4,2914,ENSG00000109674,NEIL3,55247,0.4140386494768861,3.492971501964543,9.021079028379315,0.0026688379851173144,0.07723057068285842
ENSG00000073849.15,9134,ENSG00000073849,ST6GAL1,6480,0.6239566044197524,3.603568622885419,9.020531058835454,0.002669638189477993,0.07723057068285842
ENSG00000100345.22,8909,ENSG00000100345,MYH9,4627,-0.26727368647879307,9.00733015292174,9.016832440860169,0.002675045685763475,0.07723057068285842
ENSG00000025039.15,5095,ENSG00000025039,RRAGD,58528,0.6208623280088003,5.391411824035852,9.012558433911252,0.0026813082706015124,0.07723623733325442
ENSG00000067445.21,6716,ENSG00000067445,TRO,7216,-0.4642637476948307,3.427562792672085,8.98603206061045,0.002720510933479224,0.07818858962766925
ENSG00000159128.14,2960,ENSG00000159128,IFNGR2,3460,0.38055512613077813,5.737236909890975,8.963454750096531,0.002754335589487462,0.07898243406611344
ENSG00000136574.17,4443,ENSG00000136574,GATA4,2626,0.9967441573800774,3.360502530291506,8.941074231751927,0.0027882869417599275,0.07977633560109527
ENSG00000124762.14,2996,ENSG00000124762,CDKN1A,1026,0.5218475475271265,6.345218052728125,8.928893816484281,0.00280694296132305,0.08013003987346429
ENSG00000110057.8,3536,ENSG00000110057,UNC93B1,81622,0.49907468889821255,3.1221672359229635,8.916406036963405,0.002826201371742209,0.08041890133148277
ENSG00000089486.17,4274,ENSG00000089486,CDIP1,29965,0.5623615490787142,3.7291555656604354,8.914150371025675,0.0028296942975576723,0.08041890133148277
ENSG00000100612.14,3249,ENSG00000100612,DHRS7,51635,0.5896783006251962,3.4291561972723215,8.898478701708381,0.0028540834149812467,0.08072977792185411
ENSG00000169116.11,5034,ENSG00000169116,PARM1,25849,0.7537604167747362,3.7690515649231364,8.8958499650991,0.0028581952595095154,0.08072977792185411
ENSG00000149418.11,4116,ENSG00000149418,ST14,6768,0.6446174484045155,4.336980619920002,8.891573365339742,0.002864897535458433,0.08072977792185411
ENSG00000142279.13,13613,ENSG00000142279,WTIP,126374,-0.39652498383378226,4.668665421301893,8.890873497072583,0.002865995886009901,0.08072977792185411
ENSG00000243955.6,1262,ENSG00000243955,GSTA1,2938,0.8307884134462303,5.100338405485394,8.852461075825524,0.0029269396798271207,0.08226445033898212
ENSG00000169951.9,3113,ENSG00000169951,ZNF764,92595,0.4703009700581389,3.563011771705336,8.82190027758178,0.0029763654942699296,0.0834693512622131
ENSG00000166391.15,4120,ENSG00000166391,MOGAT2,80168,1.1795825554849981,3.4623677192143125,8.813403082356881,0.002990258009194305,0.08367464829244371
ENSG00000114107.9,4409,ENSG00000114107,CEP70,80321,0.324333242775946,5.912460944634419,8.80132112469293,0.0030101249457260715,0.08403474044521296
ENSG00000166510.14,5133,ENSG00000166510,CCDC68,80323,0.39428580369868704,4.455989836589864,8.79522636541981,0.0030201976766202495,0.08403474044521296
ENSG00000089820.16,5580,ENSG00000089820,ARHGAP4,393,0.6039946558324771,2.02970073626889,8.793578258960434,0.003022927358145424,0.08403474044521296
ENSG00000185033.14,7006,ENSG00000185033,SEMA4B,10509,0.4239495528753247,4.501719643662881,8.786771795641457,0.0030342271598838228,0.08416509847416304
ENSG00000182179.13,4550,ENSG00000182179,UBA7,7318,0.7263750552853244,2.9768012668969233,8.781800491092955,0.0030425074173308256,0.08418905909384858
ENSG00000214922.9,4179,ENSG00000214922,HLA-F-AS1,285830,-1.0866113289827595,2.3101834397132173,8.778321472129043,0.0030483157588960252,0.08418905909384858
ENSG00000100336.17,4377,ENSG00000100336,APOL4,80832,0.69372736119345,2.4123388619047184,8.770633213777764,0.003061191558209034,0.08423803039188127
ENSG00000188611.15,7276,ENSG00000188611,ASAH2,56624,0.6884505264959625,3.368430296473001,8.765965033338055,0.0030690364721595504,0.08423803039188127
ENSG00000075673.11,4442,ENSG00000075673,ATP12A,479,-0.556576384085942,3.203365892012063,8.765429559249844,0.0030699376454471337,0.08423803039188127
ENSG00000148175.13,3199,ENSG00000148175,STOM,2040,0.6205490889271618,4.151754249498696,8.758054565449772,0.003082376737752296,0.08439746370981124
ENSG00000090924.15,9116,ENSG00000090924,PLEKHG2,64857,-0.33263721824493064,4.8122538646452035,8.749173459730322,0.00309742411227452,0.08462747596025577
ENSG00000198203.10,8399,ENSG00000198203,SULT1C2,6819,0.9964494939276001,2.79810460536434,8.738134737068133,0.0031162312514968473,0.0849590070536571
ENSG00000166825.14,4865,ENSG00000166825,ANPEP,290,1.0503652291906123,8.389851041654177,8.719986738998617,0.0031474033088874686,0.08554767058181546
ENSG00000070371.16,10052,ENSG00000070371,CLTCL1,8218,-0.6528984370343751,2.1884868610649866,8.717753435668019,0.003151261192496972,0.08554767058181546
ENSG00000135899.17,6865,ENSG00000135899,SP110,3431,0.3932658858466018,6.098702842833546,8.700988395435596,0.0031803755373281217,0.0860073523250881
ENSG00000149483.12,6005,ENSG00000149483,TMEM138,51524,0.4025247229458918,3.580477696902573,8.700226803125014,0.003181704598265512,0.0860073523250881
ENSG00000149577.16,9058,ENSG00000149577,SIDT2,51092,0.48293181003889013,4.399933041812214,8.644301473979295,0.0032808590259369897,0.08849978203014777
ENSG00000181826.10,4214,ENSG00000181826,RELL1,768211,0.5158680900929384,5.152656648044788,8.640111226078112,0.0032884135359911157,0.08851602778063189
ENSG00000133640.20,8793,ENSG00000133640,LRRIQ1,84125,-0.6594132056001634,4.559619439560622,8.625166424642163,0.003315501478030983,0.08905688780230059
ENSG00000259905.7,24226,ENSG00000259905,PWRN1,791114,0.7758990855700211,3.678344934837998,8.620196466251642,0.0033245598532101756,0.08911220221278306
ENSG00000102996.5,4231,ENSG00000102996,MMP15,4324,0.6702883421777451,2.7385430818943797,8.606451413267727,0.003349743153979699,0.08959859209342337
ENSG00000133321.11,1300,ENSG00000133321,RARRES3,5920,0.8336804261098582,2.8415968200174584,8.576795083201933,0.003404741248515023,0.09087875382828778
ENSG00000162600.12,3718,ENSG00000162600,OMA1,115209,0.45036340256559276,4.809501991850788,8.542530381872435,0.0034694299321940767,0.0924116776081485
ENSG00000116514.16,2610,ENSG00000116514,RNF19B,127544,0.3677591612899958,5.280328207013012,8.534429320896416,0.003484905789794038,0.09263010546066323
ENSG00000144455.14,6944,ENSG00000144455,SUMF1,285362,0.5548582326617066,4.565399132410843,8.525568858829153,0.0035019127474127027,0.09270175299104853
ENSG00000167693.17,5889,ENSG00000167693,NXN,64359,-0.3076568910156464,5.798323715507446,8.525438648421993,0.003502163304170149,0.09270175299104853
ENSG00000162896.6,4372,ENSG00000162896,PIGR,5284,0.8373648334538291,3.4309823537992905,8.521555873495764,0.003509643096544993,0.09270700395271961
ENSG00000135549.15,3432,ENSG00000135549,PKIB,5570,1.046294191490593,3.250023159482625,8.510290278867256,0.003531437242417732,0.09308956308584382
ENSG00000070526.15,3396,ENSG00000070526,ST6GALNAC1,55808,0.6168611843630399,4.106126246869853,8.500163581778626,0.00355114553328149,0.09323345950465085
ENSG00000141294.10,2819,ENSG00000141294,LRRC46,90506,-0.5114328108771347,2.7213634435114495,8.499960648939616,0.0035515416163804324,0.09323345950465085
ENSG00000114812.13,7384,ENSG00000114812,VIPR1,7433,0.8030853721145123,2.858192144452149,8.492521449884187,0.0035660924491691115,0.09342281700168957
ENSG00000135480.16,3999,ENSG00000135480,KRT7,3855,-0.41508211737663686,6.987450823289774,8.480473044387356,0.0035897874528397202,0.09373242983636718
ENSG00000127530.4,12208,ENSG00000127530,OR7C1,26664,-0.7765120398983266,4.156285805591255,8.479030694958016,0.0035926347596722573,0.09373242983636718
ENSG00000171714.12,7638,ENSG00000171714,ANO5,203859,0.7145590986402074,2.811316801898253,8.462941843596123,0.0036245514842777778,0.09437175766426312
ENSG00000112343.11,9418,ENSG00000112343,TRIM38,10475,0.32845104211208803,6.509529582637273,8.453337259078051,0.0036437421522519174,0.09467780629075799
ENSG00000140391.15,8400,ENSG00000140391,TSPAN3,10099,0.5161521767438044,4.976872204238551,8.438418744980611,0.003673755567364488,0.09526325027227019
ENSG00000188167.9,4311,ENSG00000188167,TMPPE,643853,0.515000508622698,2.2720420913642267,8.431836246360508,0.003687078216942682,0.09541438995551672
ENSG00000176273.15,6829,ENSG00000176273,SLC35G1,159371,0.8531554736354324,3.222591136418332,8.399243792311317,0.003753771329729326,0.0969432384789326
ENSG00000198873.12,7021,ENSG00000198873,GRK5,2869,0.6162272151127808,3.9248696968667507,8.380317060802213,0.0037930624845843816,0.09775965901564442
ENSG00000102393.12,2832,ENSG00000102393,GLA,2717,0.7560052503731991,1.9155238918271325,8.360124375480904,0.003835443144734827,0.09865224670457337
ENSG00000184574.10,2771,ENSG00000184574,LPAR5,57121,0.46120608000726465,3.58650654235426,8.31889260421477,0.003923483226619383,0.1001395975052955
ENSG00000169435.14,6630,ENSG00000169435,RASSF6,166824,0.4066927570735094,4.382927283066664,8.318273088833031,0.003924821608890164,0.1001395975052955
ENSG00000074219.14,2980,ENSG00000074219,TEAD2,8463,-0.3666765610531515,4.651069108753048,8.315112899971222,0.003931656016694335,0.1001395975052955
ENSG00000196937.11,3395,ENSG00000196937,FAM3C,10447,0.40750403938293195,5.907508714167126,8.31323534589767,0.003935722256714732,0.1001395975052955
ENSG00000169762.17,7758,ENSG00000169762,TAPT1,202018,0.29962450817791425,4.7354665129546385,8.30920632851993,0.003944462393226302,0.1001395975052955
