"","NGenes","Direction","PValue","FDR"
"GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS",120,"Up",0.00392476639600896,0.0475378317089299
"GO_ANION_ANION_ANTIPORTER_ACTIVITY",9,"Up",0.00393010841764659,0.0475378317089299
"GO_ROUGH_ENDOPLASMIC_RETICULUM",48,"Up",0.00393754092887293,0.0475378317089299
"GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",62,"Down",0.00394754301978225,0.0475378317089299
"GO_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES",10,"Up",0.00395085496836017,0.0475378317089299
"GO_REGULATION_OF_EXIT_FROM_MITOSIS",14,"Down",0.00396453947010975,0.0475378317089299
"GO_LARGE_RIBOSOMAL_SUBUNIT",86,"Down",0.00396574181282819,0.0475378317089299
"GO_AZOLE_TRANSPORT",8,"Up",0.00396598693367797,0.0475378317089299
"GO_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM",10,"Up",0.00397945756026376,0.0475474826485343
"GO_BETA_2_MICROGLOBULIN_BINDING",5,"Up",0.00398222708109782,0.0475474826485343
"GO_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",12,"Up",0.00400348980125132,0.0477088987727454
"GO_BAF_TYPE_COMPLEX",19,"Down",0.00402905670548287,0.0479208848696525
"GO_REGULATION_OF_VASODILATION",20,"Up",0.00403915630425984,0.047948443141705
"GO_REGULATION_OF_CYTOKINE_PRODUCTION",357,"Up",0.0040681366168593,0.0481406497799459
"GO_VACUOLE",892,"Up",0.00407097525326275,0.0481406497799459
"GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM",111,"Down",0.00414347990890923,0.0489041757064938
"GO_KERATIN_FILAMENT",20,"Down",0.00417911485277014,0.0492304524051947
"GO_COMPLEX_OF_COLLAGEN_TRIMERS",20,"Down",0.00419941497466509,0.0493499347239315
"GO_CARBOHYDRATE_DERIVATIVE_TRANSPORTER_ACTIVITY",32,"Up",0.00420962733222618,0.0493499347239315
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS",21,"Up",0.00421328772354942,0.0493499347239315
"GO_REGULATION_OF_HISTONE_H3_K9_METHYLATION",14,"Down",0.00426497659588426,0.0498605707917323
